"GEO_ID","NAME","P3_001N","P3_002N","P3_003N","P3_004N","P3_005N","P3_006N","P3_007N","P3_008N","P3_009N","P3_010N","P3_011N","P3_012N","P3_013N","P3_014N","P3_015N","P3_016N","P3_017N","P3_018N","P3_019N","P3_020N","P3_021N","P3_022N","P3_023N","P3_024N","P3_025N","P3_026N","P3_027N","P3_028N","P3_029N","P3_030N","P3_031N","P3_032N","P3_033N","P3_034N","P3_035N","P3_036N","P3_037N","P3_038N","P3_039N","P3_040N","P3_041N","P3_042N","P3_043N","P3_044N","P3_045N","P3_046N","P3_047N","P3_048N","P3_049N","P3_050N","P3_051N","P3_052N","P3_053N","P3_054N","P3_055N","P3_056N","P3_057N","P3_058N","P3_059N","P3_060N","P3_061N","P3_062N","P3_063N","P3_064N","P3_065N","P3_066N","P3_067N","P3_068N","P3_069N","P3_070N","P3_071N"
"id","Geographic Area Name"," !!Total:"," !!Total:!!Population of one race:"," !!Total:!!Population of one race:!!White alone"," !!Total:!!Population of one race:!!Black or African American alone"," !!Total:!!Population of one race:!!American Indian and Alaska Native alone"," !!Total:!!Population of one race:!!Asian alone"," !!Total:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone"," !!Total:!!Population of one race:!!Some Other Race alone"," !!Total:!!Population of two or more races:"," !!Total:!!Population of two or more races:!!Population of two races:"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Black or African American"," !!Total:!!Population of two or more races:!!Population of two races:!!White; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!White; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of two races:!!Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of two races:!!Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; American Indian and Alaska Native"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!White; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of three races:!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Asian"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of four races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of five races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"," !!Total:!!Population of two or more races:!!Population of six races:"," !!Total:!!Population of two or more races:!!Population of six races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"
"0500000US01001","Autauga County, Alabama","44523","42571","32773","8363","173","638","30","594","1952","1871","177","779","169","22","579","35","31","12","42","1","0","7","3","9","5","77","27","0","0","9","4","0","18","13","0","0","0","0","6","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01003","Baldwin County, Alabama","182471","172764","152668","13593","1242","1584","99","3578","9707","9375","660","3726","518","49","4117","100","30","4","105","7","0","21","23","15","0","306","105","9","3","29","22","5","96","25","6","0","0","0","0","1","3","0","0","0","0","2","26","7","0","14","0","0","0","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01005","Barbour County, Alabama","20134","19681","9582","9278","81","91","0","649","453","432","103","130","20","0","122","21","0","3","30","0","0","0","2","1","0","15","12","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US01007","Bibb County, Alabama","17533","17067","13120","3564","47","24","9","303","466","427","61","225","7","0","118","14","1","0","0","0","0","0","0","0","1","29","10","0","0","8","0","0","9","0","0","0","0","0","2","0","0","0","0","0","0","0","10","0","1","8","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01009","Blount County, Alabama","45403","42965","39758","647","238","125","24","2173","2438","2358","104","1031","71","19","1097","3","0","0","9","0","0","19","0","0","5","61","12","0","1","3","8","1","33","0","1","1","1","0","0","0","0","0","0","0","0","0","18","12","0","3","0","1","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"0500000US01011","Bullock County, Alabama","8356","8195","2083","5892","38","5","5","172","161","144","31","26","1","0","63","6","8","3","3","2","0","0","0","0","1","12","3","0","0","0","0","0","2","1","0","0","0","0","6","0","0","0","0","0","0","0","5","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0500000US01013","Butler County, Alabama","14903","14532","7998","6326","29","115","5","59","371","353","112","112","15","1","63","22","3","0","18","2","0","0","3","0","2","18","10","1","4","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01015","Calhoun County, Alabama","92289","88398","65424","19865","391","1001","90","1627","3891","3733","438","1557","240","25","1185","97","29","13","102","0","0","26","11","6","4","149","73","6","0","20","13","0","14","10","0","2","4","0","0","3","4","0","0","0","0","0","7","5","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US01017","Chambers County, Alabama","27791","27036","15603","10540","83","357","10","443","755","716","121","248","28","0","234","50","0","0","25","1","5","0","4","0","0","33","19","2","8","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01019","Cherokee County, Alabama","20169","19558","18475","825","88","47","1","122","611","594","53","376","10","0","124","5","0","1","14","0","1","2","2","6","0","14","4","2","5","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01021","Chilton County, Alabama","34385","33152","27886","3069","238","134","6","1819","1233","1192","100","472","36","5","518","10","1","0","20","2","0","28","0","0","0","32","17","1","0","0","0","0","10","0","0","4","0","0","0","0","0","0","0","0","0","0","8","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US01023","Choctaw County, Alabama","10168","9988","5710","4211","16","18","0","33","180","172","45","56","6","0","34","21","0","0","6","0","0","0","4","0","0","7","0","0","0","1","0","0","1","0","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"0500000US01025","Clarke County, Alabama","18249","17911","9843","7894","53","69","1","51","338","315","73","129","6","0","62","26","7","0","8","1","0","0","2","0","1","16","6","3","0","5","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01027","Clay County, Alabama","11299","10947","9207","1530","46","33","1","130","352","327","43","152","2","0","111","5","4","0","9","0","0","1","0","0","0","14","2","2","0","0","0","0","3","0","0","0","0","2","2","3","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","9","8","0","0","0","1","0","0","0"
"0500000US01029","Cleburne County, Alabama","11620","11252","10736","372","36","21","0","87","368","345","16","245","2","9","67","0","0","0","0","0","0","0","0","6","0","17","5","0","0","0","0","0","5","0","0","4","3","0","0","0","0","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US01031","Coffee County, Alabama","40774","38281","29225","6644","443","733","44","1192","2493","2340","233","781","197","25","889","71","20","5","68","0","0","23","21","2","5","129","42","0","0","14","12","1","34","19","0","0","0","0","4","0","0","0","0","0","3","0","22","0","1","11","0","0","0","5","0","0","2","2","0","1","0","0","2","2","0","0","0","0","0","0","0"
"0500000US01033","Colbert County, Alabama","45078","43412","35120","7169","230","325","9","559","1666","1624","217","805","42","6","452","44","5","0","19","5","0","26","3","0","0","37","19","0","3","0","2","0","12","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","0","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01035","Conecuh County, Alabama","9277","9031","4922","3961","56","37","1","54","246","227","42","99","6","0","45","14","0","6","4","0","0","5","0","1","5","14","9","0","0","0","0","0","0","0","0","0","0","0","0","2","3","0","0","0","0","0","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"0500000US01037","Coosa County, Alabama","8603","8362","5759","2466","26","8","0","103","241","221","52","95","0","3","39","12","0","1","11","2","0","3","3","0","0","10","8","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","8","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01039","Covington County, Alabama","29387","28523","24553","3482","129","185","0","174","864","822","106","437","32","2","209","7","3","2","6","5","0","6","0","6","1","39","11","0","0","10","8","0","5","0","1","0","0","0","0","4","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01041","Crenshaw County, Alabama","10360","10082","7511","2401","52","63","2","53","278","262","92","92","6","7","44","6","0","0","11","0","0","4","0","0","0","16","2","0","0","5","5","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01043","Cullman County, Alabama","68240","65052","62242","727","319","380","35","1349","3188","3072","115","1731","92","33","1082","3","3","0","7","5","0","0","1","0","0","104","23","0","0","0","8","2","65","1","0","0","0","1","4","0","0","0","0","0","0","0","12","2","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01045","Dale County, Alabama","38048","35941","26755","7505","228","577","43","833","2107","1963","195","626","165","30","793","66","7","9","50","1","2","3","7","7","2","127","52","5","0","5","11","0","23","15","3","0","7","0","1","4","1","0","0","0","0","0","11","8","0","3","0","0","0","0","0","0","0","0","0","0","0","0","6","0","6","0","0","0","0","0","0"
"0500000US01047","Dallas County, Alabama","29613","29048","8675","20104","53","122","15","79","565","532","250","100","3","7","61","63","10","5","31","0","0","0","2","0","0","31","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01049","DeKalb County, Alabama","53920","50811","44395","831","1252","189","15","4129","3109","3025","138","1803","44","12","896","12","0","0","4","7","0","102","0","5","2","77","18","8","0","18","8","0","22","1","0","0","0","0","0","0","0","0","1","1","0","0","7","5","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01051","Elmore County, Alabama","69005","66348","50648","14031","261","528","16","864","2657","2550","249","1139","171","16","849","50","15","0","38","0","1","3","8","8","3","93","43","6","0","4","3","0","24","10","0","0","0","0","2","1","0","0","0","0","0","0","10","0","0","7","0","0","1","0","0","0","2","0","0","0","0","0","4","3","1","0","0","0","0","0","0"
"0500000US01053","Escambia County, Alabama","28575","27649","17779","8495","1078","93","16","188","926","882","137","464","23","2","177","40","8","0","9","5","0","4","13","0","0","40","25","0","1","3","0","0","2","0","0","3","1","0","0","0","3","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3","1","2","0","0","0","0","0","0"
"0500000US01055","Etowah County, Alabama","81121","77733","63277","11488","524","722","28","1694","3388","3261","503","1625","133","8","826","69","16","0","37","1","0","41","0","2","0","123","45","4","0","12","20","12","18","6","1","0","0","0","0","0","2","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0"
"0500000US01057","Fayette County, Alabama","12791","12405","10901","1336","62","35","3","68","386","367","60","185","14","1","79","12","0","0","11","1","1","3","0","0","0","19","5","3","0","1","2","0","1","0","6","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01059","Franklin County, Alabama","23931","22985","19039","911","390","46","2","2597","946","908","60","362","4","0","405","2","5","0","8","0","0","56","6","0","0","28","6","0","0","0","4","0","13","0","0","4","1","0","0","0","0","0","0","0","0","0","7","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","1"
"0500000US01061","Geneva County, Alabama","20820","19913","17532","1775","147","80","7","372","907","860","87","463","24","6","234","22","1","0","20","0","0","0","0","2","1","40","26","0","0","3","1","3","5","0","1","0","1","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0"
"0500000US01063","Greene County, Alabama","6070","5962","1111","4806","5","7","0","33","108","96","56","13","9","0","4","14","0","0","0","0","0","0","0","0","0","10","7","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0"
"0500000US01065","Hale County, Alabama","11483","11269","4807","6370","29","22","10","31","214","199","61","38","17","5","23","20","13","6","16","0","0","0","0","0","0","12","5","0","0","0","4","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0500000US01067","Henry County, Alabama","13641","13210","9553","3429","39","52","4","133","431","412","62","185","33","3","103","8","0","2","10","0","0","0","2","4","0","19","6","3","1","0","5","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01069","Houston County, Alabama","82646","79160","55898","20476","378","987","51","1370","3486","3318","482","1283","228","16","1036","118","31","6","71","5","0","10","25","0","7","154","64","15","1","10","6","2","21","7","7","0","6","0","1","9","3","2","0","0","0","0","10","1","0","0","0","2","0","0","0","0","0","2","0","0","4","1","4","2","2","0","0","0","0","0","0"
"0500000US01071","Jackson County, Alabama","41768","39343","36685","1309","591","178","4","576","2425","2383","112","1741","41","7","426","24","7","0","11","8","0","2","4","0","0","38","22","0","0","5","0","0","6","3","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0"
"0500000US01073","Jefferson County, Alabama","527087","507711","269150","213751","1691","10458","234","12427","19376","18469","2421","5368","1335","75","7230","884","174","50","580","29","12","172","51","42","46","803","334","38","6","120","50","13","154","16","19","4","17","0","14","11","3","2","0","2","0","0","91","17","3","47","12","4","0","0","4","0","0","2","0","0","2","0","13","3","9","1","0","0","0","0","0"
"0500000US01075","Lamar County, Alabama","11019","10765","9532","1145","30","1","6","51","254","250","59","87","11","0","75","8","0","0","7","0","0","3","0","0","0","4","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01077","Lauderdale County, Alabama","74908","72044","63005","7061","300","623","25","1030","2864","2730","350","1367","137","15","738","48","8","5","36","2","0","14","5","5","0","113","44","3","0","5","10","0","32","11","1","0","5","0","2","0","0","0","0","0","0","0","19","9","0","8","0","0","0","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0"
"0500000US01079","Lawrence County, Alabama","25878","23940","19803","2726","1055","63","1","292","1938","1869","66","1435","39","2","293","23","2","0","4","0","0","1","2","0","2","48","13","0","1","0","9","2","17","6","0","0","0","0","0","0","0","0","0","0","0","0","12","0","2","3","0","0","0","0","0","0","1","3","3","0","0","0","9","7","2","0","0","0","0","0","0"
"0500000US01081","Lee County, Alabama","136444","130389","89697","30298","505","6849","97","2943","6055","5741","652","1798","710","22","2105","161","61","0","127","7","0","48","32","17","1","280","115","11","2","17","29","1","65","32","5","0","0","0","0","3","0","0","0","0","0","0","32","12","0","13","0","0","0","0","4","0","0","3","0","0","0","0","2","0","2","0","0","0","0","0","0"
"0500000US01083","Limestone County, Alabama","79718","75706","60928","10495","521","1345","50","2367","4012","3819","390","1573","310","28","1318","66","19","5","58","0","0","31","10","8","3","190","73","3","9","21","15","5","44","10","5","0","0","0","1","0","2","2","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0500000US01085","Lowndes County, Alabama","8283","8101","2437","5603","9","15","4","33","182","176","71","32","4","0","20","22","10","0","13","0","0","0","1","3","0","6","1","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01087","Macon County, Alabama","16226","15866","2750","12849","40","68","4","155","360","320","106","53","3","7","40","69","4","2","28","2","4","0","1","0","1","34","30","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01089","Madison County, Alabama","304143","285340","196819","70675","2139","8382","335","6990","18803","17734","1819","5865","1849","132","6341","577","217","45","604","14","2","129","76","43","21","977","353","61","12","131","60","11","186","80","46","0","11","0","19","2","0","2","0","0","0","3","85","27","0","50","3","0","0","0","3","0","0","1","0","1","0","0","7","0","6","1","0","0","0","0","0"
"0500000US01091","Marengo County, Alabama","15053","14778","6858","7735","6","42","2","135","275","251","65","77","5","1","60","31","0","0","7","0","0","3","0","0","2","16","5","3","0","5","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","2","2"
"0500000US01093","Marion County, Alabama","23264","22462","21148","880","77","57","14","286","802","783","75","441","32","0","195","18","2","0","10","0","0","6","1","0","3","16","0","2","0","2","4","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01095","Marshall County, Alabama","73530","69376","60762","1725","909","476","88","5416","4154","4058","186","1709","120","20","1837","23","4","0","44","5","0","90","9","8","3","78","25","2","0","6","17","0","19","1","8","0","0","0","0","0","0","0","0","0","0","0","9","2","0","0","2","0","0","5","0","0","0","0","0","0","0","0","9","8","1","0","0","0","0","0","0"
"0500000US01097","Mobile County, Alabama","319427","306269","185172","107190","3010","6641","174","4082","13158","12452","1624","4658","790","89","4070","587","104","16","345","21","11","63","29","35","10","645","275","36","7","82","28","9","127","24","13","3","5","0","16","6","11","1","2","0","0","0","53","11","2","34","0","1","0","2","1","0","0","2","0","0","0","0","8","0","6","0","0","2","0","0","0"
"0500000US01099","Monroe County, Alabama","15562","15184","8482","6341","230","69","0","62","378","360","83","199","9","5","51","10","0","0","3","0","0","0","0","0","0","11","2","0","1","0","0","0","0","0","6","1","0","0","0","0","0","0","1","0","0","0","7","0","1","5","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01101","Montgomery County, Alabama","177427","172090","63536","97867","529","6160","99","3899","5337","4966","1051","1057","491","22","1518","331","131","20","251","9","0","49","11","23","2","318","154","17","4","32","22","4","27","18","10","1","8","2","0","14","1","0","0","1","0","3","44","16","0","22","5","0","0","0","0","0","0","1","0","0","0","0","9","5","4","0","0","0","0","0","0"
"0500000US01103","Morgan County, Alabama","95485","90312","72478","11562","741","646","53","4832","5173","4960","409","2202","222","18","1927","74","6","2","41","7","0","31","5","16","0","199","76","7","0","14","21","0","60","4","9","1","0","0","2","5","0","0","0","0","0","0","10","2","0","0","1","4","0","0","0","0","3","0","0","0","0","0","4","4","0","0","0","0","0","0","0"
"0500000US01105","Perry County, Alabama","6740","6621","2064","4524","16","10","1","6","119","109","38","16","11","3","17","13","9","0","1","1","0","0","0","0","0","9","4","0","0","0","0","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01107","Pickens County, Alabama","15447","15139","9053","5820","27","63","0","176","308","293","77","118","0","0","56","21","6","0","0","6","0","6","0","0","3","15","5","0","0","2","3","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01109","Pike County, Alabama","26809","25917","15416","9524","156","498","13","310","892","837","192","310","62","4","179","36","8","1","30","3","0","0","5","4","3","47","20","4","0","4","0","1","6","6","2","1","2","0","0","1","0","0","0","0","0","0","8","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01111","Randolph County, Alabama","17264","16769","13503","2931","65","62","1","207","495","467","59","254","7","5","110","14","1","1","2","10","0","3","0","1","0","12","3","0","0","3","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","8","2","0","5","0","0","0","0","0","0","0","1","0","0","0","0","8","0","8","0","0","0","0","0","0"
"0500000US01113","Russell County, Alabama","44681","42748","22120","19225","183","348","95","777","1933","1794","331","510","125","13","580","86","20","7","71","3","0","19","15","1","13","119","70","11","0","17","3","0","4","5","5","2","0","1","0","0","0","1","0","0","0","0","16","2","0","13","0","0","0","1","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0"
"0500000US01115","St. Clair County, Alabama","70092","67086","59007","6631","247","505","20","676","3006","2913","270","1559","114","4","868","34","5","2","33","0","0","12","7","5","0","92","41","6","1","3","11","1","21","0","1","0","0","0","5","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US01117","Shelby County, Alabama","170487","161934","130014","21411","795","3882","88","5744","8553","8223","671","2846","572","30","3722","96","36","3","98","2","0","111","25","11","0","286","92","19","0","34","33","0","59","25","11","4","0","0","1","3","0","3","0","0","2","0","37","5","0","12","8","9","0","0","0","0","0","3","0","0","0","0","7","5","0","2","0","0","0","0","0"
"0500000US01119","Sumter County, Alabama","9914","9761","2562","7052","21","102","0","24","153","134","48","19","3","0","33","19","0","3","7","0","2","0","0","0","0","13","0","0","0","0","0","0","2","0","0","2","2","6","0","1","0","0","0","0","0","0","6","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
