CVDID,DemW10_R1,DemW18_R1,DemM6,DemM7,DemW3,prlfc_dem_age,DemC5,DemC8,DemC9,DemC23
1411.0,1.0,3.0,3.0,2.0,25.0,28.0,2.0,2.0,5.0,4.0
1415.0,1.0,5.0,2.0,4.0,11.0,31.0,1.0,2.0,2.0,5.0
1417.0,1.0,5.0,2.0,1.0,46.0,30.0,2.0,2.0,5.0,3.0
1428.0,1.0,4.0,2.0,3.0,43.0,33.0,1.0,2.0,5.0,3.0
1454.0,1.0,3.0,2.0,1.0,47.0,30.0,2.0,2.0,5.0,5.0
1456.0,1.0,3.0,1.0,6.0,5.0,66.0,2.0,1.0,5.0,5.0
1458.0,1.0,4.0,2.0,3.0,5.0,31.0,1.0,2.0,5.0,5.0
1461.0,1.0,3.0,2.0,1.0,5.0,29.0,2.0,2.0,5.0,5.0
1464.0,1.0,3.0,2.0,2.0,49.0,34.0,2.0,2.0,5.0,5.0
1466.0,1.0,3.0,2.0,2.0,30.0,24.0,1.0,2.0,5.0,5.0
1470.0,1.0,3.0,3.0,4.0,4.0,40.0,1.0,2.0,5.0,5.0
1471.0,1.0,6.0,1.0,7.0,25.0,48.0,1.0,2.0,5.0,5.0
1473.0,1.0,4.0,2.0,1.0,5.0,29.0,2.0,2.0,2.0,7.0
1478.0,1.0,3.0,2.0,1.0,5.0,35.0,1.0,2.0,5.0,5.0
1479.0,1.0,5.0,3.0,4.0,5.0,29.0,1.0,2.0,5.0,5.0
1491.0,2.0,1.0,2.0,2.0,5.0,22.0,1.0,2.0,5.0,3.0
1496.0,2.0,1.0,3.0,4.0,9.0,38.0,2.0,2.0,5.0,4.0
1497.0,2.0,1.0,2.0,2.0,6.0,34.0,2.0,2.0,5.0,6.0
1501.0,2.0,3.0,2.0,1.0,9.0,42.0,2.0,2.0,5.0,3.0
1509.0,2.0,7.0,2.0,2.0,5.0,19.0,1.0,2.0,2.0,3.0
1515.0,1.0,1.0,1.0,5.0,22.0,18.0,2.0,2.0,5.0,3.0
1518.0,1.0,1.0,2.0,2.0,40.0,25.0,2.0,2.0,5.0,3.0
1523.0,1.0,1.0,2.0,2.0,37.0,29.0,2.0,1.0,5.0,5.0
1524.0,1.0,1.0,4.0,1.0,43.0,30.0,2.0,1.0,6.0,5.0
1527.0,1.0,1.0,2.0,4.0,32.0,19.0,2.0,2.0,4.0,4.0
1530.0,1.0,4.0,2.0,2.0,43.0,34.0,2.0,2.0,4.0,5.0
1533.0,1.0,3.0,3.0,4.0,32.0,36.0,1.0,1.0,4.0,3.0
1535.0,1.0,5.0,2.0,4.0,45.0,22.0,2.0,2.0,1.0,3.0
1539.0,1.0,4.0,1.0,5.0,43.0,23.0,2.0,2.0,5.0,6.0
1540.0,1.0,5.0,2.0,1.0,5.0,24.0,1.0,2.0,5.0,4.0
1551.0,1.0,3.0,2.0,3.0,23.0,25.0,1.0,2.0,5.0,5.0
1556.0,1.0,5.0,1.0,7.0,23.0,40.0,2.0,2.0,5.0,8.0
1565.0,2.0,1.0,2.0,2.0,32.0,22.0,2.0,2.0,5.0,3.0
1566.0,2.0,1.0,2.0,2.0,5.0,26.0,2.0,2.0,2.0,5.0
1568.0,1.0,1.0,3.0,5.0,38.0,59.0,1.0,2.0,5.0,2.0
1571.0,2.0,1.0,3.0,1.0,37.0,20.0,2.0,2.0,5.0,3.0
1576.0,2.0,5.0,2.0,5.0,21.0,29.0,1.0,2.0,5.0,2.0
1578.0,2.0,1.0,2.0,2.0,40.0,19.0,2.0,2.0,5.0,3.0
1579.0,2.0,1.0,2.0,2.0,5.0,29.0,1.0,2.0,5.0,5.0
1584.0,1.0,1.0,2.0,4.0,38.0,44.0,2.0,2.0,4.0,2.0
1595.0,2.0,7.0,2.0,3.0,22.0,19.0,2.0,2.0,5.0,3.0
1601.0,2.0,1.0,1.0,7.0,5.0,31.0,1.0,2.0,4.0,2.0
1602.0,1.0,2.0,2.0,3.0,20.0,37.0,1.0,2.0,4.0,5.0
1605.0,1.0,1.0,4.0,1.0,17.0,28.0,2.0,2.0,1.0,3.0
1608.0,1.0,3.0,4.0,1.0,30.0,54.0,2.0,2.0,5.0,4.0
1610.0,2.0,1.0,2.0,3.0,5.0,19.0,1.0,2.0,5.0,3.0
1611.0,2.0,1.0,1.0,7.0,5.0,18.0,2.0,2.0,4.0,3.0
1613.0,2.0,1.0,1.0,6.0,43.0,50.0,1.0,2.0,5.0,4.0
1623.0,2.0,1.0,1.0,6.0,17.0,20.0,2.0,2.0,5.0,2.0
1639.0,2.0,2.0,2.0,1.0,9.0,29.0,2.0,2.0,4.0,5.0
1653.0,2.0,1.0,2.0,2.0,5.0,43.0,2.0,2.0,5.0,10.0
1665.0,1.0,3.0,3.0,5.0,47.0,34.0,1.0,2.0,5.0,7.0
1668.0,1.0,4.0,3.0,2.0,5.0,41.0,1.0,2.0,5.0,3.0
1674.0,1.0,3.0,2.0,1.0,5.0,24.0,1.0,2.0,5.0,7.0
1676.0,1.0,1.0,2.0,1.0,5.0,26.0,2.0,2.0,5.0,6.0
1678.0,2.0,1.0,2.0,1.0,5.0,53.0,2.0,2.0,7.0,4.0
1682.0,1.0,2.0,3.0,1.0,9.0,40.0,1.0,3.0,5.0,5.0
1684.0,1.0,3.0,2.0,2.0,21.0,47.0,1.0,2.0,6.0,4.0
1686.0,1.0,4.0,3.0,3.0,15.0,28.0,2.0,2.0,5.0,7.0
1687.0,1.0,5.0,2.0,2.0,5.0,24.0,1.0,2.0,5.0,7.0
1689.0,1.0,3.0,2.0,1.0,3.0,41.0,2.0,2.0,5.0,6.0
1690.0,3.0,1.0,2.0,2.0,22.0,63.0,1.0,2.0,5.0,4.0
1698.0,1.0,3.0,2.0,1.0,23.0,32.0,1.0,2.0,5.0,5.0
1699.0,1.0,1.0,1.0,7.0,14.0,58.0,2.0,2.0,5.0,5.0
1703.0,3.0,5.0,3.0,2.0,11.0,52.0,1.0,2.0,5.0,7.0
1704.0,2.0,1.0,1.0,6.0,36.0,40.0,2.0,2.0,5.0,2.0
1707.0,1.0,2.0,2.0,2.0,20.0,49.0,2.0,2.0,5.0,2.0
1709.0,2.0,1.0,2.0,2.0,37.0,37.0,1.0,2.0,2.0,5.0
1712.0,1.0,3.0,2.0,2.0,24.0,28.0,2.0,2.0,5.0,7.0
1713.0,1.0,1.0,1.0,6.0,46.0,43.0,1.0,2.0,5.0,7.0
1717.0,2.0,7.0,3.0,3.0,22.0,19.0,1.0,2.0,2.0,3.0
1718.0,2.0,1.0,3.0,4.0,43.0,21.0,2.0,1.0,5.0,4.0
1719.0,1.0,5.0,4.0,1.0,5.0,40.0,1.0,1.0,1.0,3.0
1728.0,1.0,6.0,2.0,1.0,43.0,36.0,1.0,2.0,5.0,7.0
1729.0,2.0,1.0,2.0,1.0,7.0,18.0,2.0,2.0,5.0,3.0
1731.0,1.0,2.0,3.0,5.0,33.0,24.0,2.0,2.0,5.0,5.0
1734.0,2.0,1.0,2.0,1.0,32.0,42.0,1.0,2.0,5.0,5.0
1735.0,1.0,2.0,3.0,2.0,38.0,26.0,1.0,2.0,2.0,7.0
1736.0,2.0,1.0,4.0,4.0,5.0,22.0,1.0,2.0,2.0,3.0
1746.0,3.0,4.0,2.0,2.0,43.0,66.0,1.0,2.0,5.0,6.0
1749.0,1.0,2.0,2.0,5.0,46.0,40.0,1.0,2.0,5.0,7.0
1751.0,2.0,1.0,4.0,4.0,5.0,51.0,2.0,1.0,6.0,5.0
1752.0,1.0,1.0,2.0,2.0,37.0,21.0,2.0,2.0,6.0,5.0
1759.0,1.0,4.0,3.0,2.0,5.0,39.0,1.0,2.0,5.0,5.0
1768.0,1.0,6.0,2.0,2.0,5.0,30.0,1.0,2.0,4.0,5.0
1781.0,1.0,3.0,2.0,1.0,33.0,32.0,1.0,2.0,5.0,5.0
1784.0,3.0,3.0,2.0,2.0,21.0,65.0,2.0,2.0,5.0,3.0
1785.0,1.0,5.0,2.0,2.0,13.0,23.0,1.0,2.0,5.0,5.0
1787.0,2.0,1.0,1.0,3.0,5.0,27.0,1.0,1.0,5.0,5.0
1791.0,2.0,1.0,3.0,4.0,5.0,18.0,1.0,2.0,2.0,3.0
1797.0,1.0,5.0,2.0,2.0,39.0,30.0,1.0,2.0,5.0,5.0
